,目标地址省市区,目标地址代码,目标地址,被比较地址省市区,被比较地址代码,被比较地址,相似度,adcode
2,浙江省绍兴市柯桥区,002006,鉴湖路1809号,浙江省绍兴市柯桥区,002758,轻纺城大道1605号,0.072158165,330603
13,北京市市辖区海淀区,300370,地锦路9号院6号楼,北京市市辖区海淀区,300523,丰秀中路3号院1号楼-1至5层305,0.07206992,110108
26,北京市市辖区海淀区,002038,西三环北路100号金玉大厦1103-1105室,北京市市辖区海淀区,002963,中关村南大街17号3号楼1902室,0.07203864,110108
0,广东省深圳市龙岗区,300778,中心城清林中路39号新城市大厦10楼,广东省深圳市龙岗区,300822,龙岗街道龙西社区学园路第三工业区22栋、23栋、34栋、37栋,0.071976,440307
17,广东省深圳市南山区,300572,粤海街道学府路63号高新区联合总部大厦35楼,广东省深圳市南山区,002052,高新区北区第五工业区彩虹科技大楼A6楼,0.07190719,440305
1,北京市市辖区朝阳区,300166,创达三路1号院1号楼7层101,北京市市辖区朝阳区,300612,八里庄东里1号CN02-B,0.07165757,110105
75,北京市市辖区海淀区,300070,生命科学园路23-2号碧水源大厦,北京市市辖区海淀区,002721,复兴路17号国海广场A座7层701-716室,0.071558006,110108
13,北京市市辖区海淀区,300282,西北旺东路10号院东区21号楼6层101-601,北京市市辖区海淀区,300406,花园东路15号旷怡大厦5层,0.071541816,110108
12,北京市市辖区海淀区,002405,学院路7号弘彧大厦10层1002A室,北京市市辖区海淀区,002955,上地三街9号C座C1104室,0.07152522,110108
6,北京市市辖区海淀区,300070,生命科学园路23-2号碧水源大厦,北京市市辖区海淀区,300182,知春路1号学院国际大厦709室,0.071421325,110108
2,广东省深圳市福田区,002238,彩田路6001号,广东省深圳市福田区,002301,福虹路世贸广场A幢17楼05-06号,0.07141139,440304
9,浙江省杭州市滨江区,300347,江南大道618号东冠大厦1502-1,浙江省杭州市滨江区,002280,物联网街451号芯图大厦18层,0.07140306,330108
2,浙江省杭州市余杭区,300478,径山镇后村桥路3号,浙江省杭州市余杭区,300645,舒心路359号正元智慧大厦A幢17层,0.07137804,330110
3,广东省深圳市龙岗区,300303,平湖街道鹅公岭社区鹅岭工业区4号,广东省深圳市龙岗区,300647,龙城街道黄阁坑社区腾飞路9号创投大厦3602,0.07137518,440307
51,北京市市辖区海淀区,300002,万泉庄路28号万柳新贵大厦A座6层601室,北京市市辖区海淀区,300719,知春路1号学院国际大厦11层1112室,0.071354195,110108
42,广东省深圳市南山区,300689,粤海街道高新区社区高新南九道10号深圳湾科技生态园10栋B3401-B3404,广东省深圳市南山区,002766,南头街道安乐社区关口二路15号智恒产业园19栋2层,0.071338,440305
56,北京市市辖区海淀区,300282,西北旺东路10号院东区21号楼6层101-601,北京市市辖区海淀区,002573,西八里庄路69号人民政协报大厦10层,0.071284935,110108
0,北京市市辖区海淀区,300445,丰秀中路3号院5号楼,北京市市辖区海淀区,300449,地锦路9号院13号楼四层101-413,0.07126303,110108
14,北京市市辖区朝阳区,300055,酒仙桥路10号3号楼15层1506,北京市市辖区朝阳区,002707,酒仙桥北路9号（厂区）7幢1层567号,0.071258195,110105
36,北京市市辖区海淀区,300223,西北旺东路10号院东区14号楼一层A101-A113,北京市市辖区海淀区,300674,高梁桥斜街42号院1号楼5层1-519,0.07121436,110108
11,广东省深圳市福田区,002416,泰然大道东泰然劲松大厦20F,广东省深圳市福田区,003816,深南大道2002号中广核大厦南楼18楼,0.07118838,440304
5,北京市市辖区海淀区,300542,蓝靛厂东路2号院金源时代商务中心2号楼B座8层,北京市市辖区海淀区,300674,高梁桥斜街42号院1号楼5层1-519,0.071187355,110108
67,北京市市辖区海淀区,300002,万泉庄路28号万柳新贵大厦A座6层601室,北京市市辖区海淀区,002383,知春路118号知春大厦1501室,0.07114036,110108
22,北京市市辖区海淀区,300367,学院路35号世宁大厦4层408室,北京市市辖区海淀区,300667,上地七街1号汇众2号楼710室,0.07110391,110108
36,北京市市辖区海淀区,300386,学清路9号汇智大厦B楼17层,北京市市辖区海淀区,002383,知春路118号知春大厦1501室,0.07104055,110108
65,北京市市辖区海淀区,300191,北洼路30号1号楼A416室,北京市市辖区海淀区,002657,学院路39号唯实大厦1006室,0.0709691,110108
4,北京市市辖区海淀区,002410,西北旺东路10号院东区13号楼,北京市市辖区海淀区,002642,北四环西路56号10层1002-1,0.07093873,110108
20,广东省深圳市福田区,300377,华富街道莲花一村社区皇岗路5001号深业上城南区T2栋3701,广东省深圳市福田区,002972,深南大道1006号深圳国际创新中心C栋14层,0.07082763,440304
23,广东省深圳市福田区,300052,深南中路电子科技大厦C座43层A1,广东省深圳市福田区,002856,八卦四路科研楼7栋1-6层,0.07079332,440304
2,广东省深圳市福田区,002769,深南大道1006号深圳国际创新中心A栋21楼,广东省深圳市福田区,002797,福华一路115号投行大厦20楼,0.07072775,440304
33,北京市市辖区海淀区,300523,丰秀中路3号院1号楼-1至5层305,北京市市辖区海淀区,002649,西北旺东路10号院东区7号楼博彦科技大厦,0.070724875,110108
10,广东省深圳市南山区,300693,西丽街道松白路1002号百旺信高科技工业园2区6栋,广东省深圳市南山区,002139,高新技术产业园清华大学研究院B区413房,0.07070274,440305
23,广东省深圳市宝安区,300012,新安街道华测检测大楼1号楼101,广东省深圳市宝安区,002831,石岩街道水田社区石环路1号A栋，B栋，C栋，E栋，H栋，J栋，G栋,0.07070096,440306
48,广东省深圳市南山区,300531,粤海街道学府路63号高新区联合总部大厦36楼,广东省深圳市南山区,002583,高新区北区北环路9108号海能达大厦,0.0707009,440305
2,浙江省绍兴市新昌县,002020,羽林街道新昌大道东路800号,浙江省绍兴市新昌县,002520,七星街道日发数字科技园,0.07064043,330624
21,北京市市辖区海淀区,300223,西北旺东路10号院东区14号楼一层A101-A113,北京市市辖区海淀区,300445,丰秀中路3号院5号楼,0.0706301,110108
23,广东省深圳市南山区,300277,深南大道市高新技术园R2厂房B区3a层,广东省深圳市南山区,300771,学苑大道1001号南山智园C3栋15层,0.07060746,440305
10,广东省深圳市南山区,002341,南海大道3025号创意大厦13-14楼,广东省深圳市南山区,002587,粤海街道学府路63号高新区联合总部大厦10楼,0.07054564,440305
16,广东省深圳市南山区,002421,高新技术产业园W1-A栋5楼,广东省深圳市南山区,002970,学苑大道1001号南山智园B1栋21-23楼,0.07054147,440305
63,北京市市辖区海淀区,300191,北洼路30号1号楼A416室,北京市市辖区海淀区,002642,北四环西路56号10层1002-1,0.070481524,110108
63,广东省深圳市南山区,300077,西丽街道松坪山社区宝深路109号国民技术大厦1楼,广东省深圳市南山区,002518,高新北区科技中二路软件园1栋4楼401、402室,0.07044746,440305
13,广东省深圳市南山区,002341,南海大道3025号创意大厦13-14楼,广东省深圳市南山区,002672,高新区北区朗山路9号东江环保大楼1楼、3楼、8楼北面、9楼、10楼、11楼、12楼,0.07037426,440305
5,北京市市辖区朝阳区,300736,阜通东大街6号院1号楼16层1906,北京市市辖区朝阳区,002707,酒仙桥北路9号（厂区）7幢1层567号,0.07029985,110105
41,广东省深圳市南山区,002139,高新技术产业园清华大学研究院B区413房,广东省深圳市南山区,002980,西丽白芒松白公路百旺信工业区五区19＃、21＃厂房、A区（一区）4号厂房,0.070285104,440305
15,北京市市辖区海淀区,300182,知春路1号学院国际大厦709室,北京市市辖区海淀区,300367,学院路35号世宁大厦4层408室,0.07019889,110108
29,广东省深圳市南山区,300638,南海大道1057号科技大厦二期A栋501A号,广东省深圳市南山区,002334,桃源街道长源社区学苑大道南山智园A7栋501,0.070165426,440305
53,广东省深圳市南山区,300131,高新技术产业园科技南五路英唐大厦五楼,广东省深圳市南山区,002351,科技园深南大道9998号万利达科技大厦22层9单元,0.07014678,440305
1,北京市市辖区昌平区,300593,科技园区双营中路139号院1号楼一、二、三层,北京市市辖区昌平区,002392,小汤山镇小汤山工业园4号楼,0.07013699,110114
7,广东省深圳市福田区,002240,华富街道华富路1018号中航中心31楼3101-3102,广东省深圳市福田区,002775,深南大道1006号深圳国际创新中心（福田科技广场）A栋35、36层,0.07012783,440304
23,广东省深圳市福田区,300085,沙头街道天安社区泰然五路天安数码城天祥大厦10A-1,广东省深圳市福田区,002939,福田街道金田路2026号能源大厦南塔楼10-19层,0.069858834,440304
23,广东省深圳市南山区,300047,粤海街道高新区南区市高新技术工业村T3栋B3楼,广东省深圳市南山区,300634,粤海街道高新区社区科苑南路3176号彩讯科技大厦三十一层,0.069680646,440305
15,广东省深圳市南山区,002163,南海大道2061号新保辉大厦17层,广东省深圳市南山区,002359,南头街道大新路马家龙创新大厦A座10层,0.06966671,440305
2,北京市市辖区海淀区,300419,远大路39号1号楼7层703-7号,北京市市辖区海淀区,300449,地锦路9号院13号楼四层101-413,0.06960848,110108
53,北京市市辖区海淀区,300150,创业路8号3号楼6层3-9,北京市市辖区海淀区,002306,马甸东路19号9层1017,0.069602065,110108
39,北京市市辖区海淀区,300182,知春路1号学院国际大厦709室,北京市市辖区海淀区,300674,高梁桥斜街42号院1号楼5层1-519,0.06955586,110108
51,北京市市辖区海淀区,300302,地锦路9号院2号楼-1至4层101,北京市市辖区海淀区,002462,昆明湖南路11号1号楼,0.069551304,110108
28,广东省深圳市南山区,002289,粤海街道深圳市软件产业基地1栋A座13层1302,广东省深圳市南山区,002957,粤海街道高新区中区麻雀岭工业区M-7栋中钢大厦一层及M-6栋中钢大厦五层B区,0.06953749,440305
14,北京市市辖区海淀区,300231,苏州街29号维亚大厦12层071室,北京市市辖区海淀区,300386,学清路9号汇智大厦B楼17层,0.069524996,110108
12,广东省深圳市福田区,300377,华富街道莲花一村社区皇岗路5001号深业上城南区T2栋3701,广东省深圳市福田区,002763,深南大道1006号深圳国际创新中心A栋31-32层,0.0694884,440304
42,北京市市辖区海淀区,300332,西直门北大街32号枫蓝国际中心2号楼906室,北京市市辖区海淀区,002383,知春路118号知春大厦1501室,0.06947414,110108
24,北京市市辖区海淀区,300150,创业路8号3号楼6层3-9,北京市市辖区海淀区,300419,远大路39号1号楼7层703-7号,0.06946941,110108
6,广东省深圳市南山区,300572,粤海街道学府路63号高新区联合总部大厦35楼,广东省深圳市南山区,300668,粤海街道科苑路15号科兴科学园B4单元13楼,0.06944487,440305
61,广东省深圳市南山区,300531,粤海街道学府路63号高新区联合总部大厦36楼,广东省深圳市南山区,002957,粤海街道高新区中区麻雀岭工业区M-7栋中钢大厦一层及M-6栋中钢大厦五层B区,0.06932289,440305
57,广东省深圳市南山区,300468,科技中二路深圳科技园12#楼402、深圳软件园（2期）13栋302室,广东省深圳市南山区,002813,海天一路11号5栋C座8楼、9楼,0.06929688,440305
71,广东省深圳市南山区,300131,高新技术产业园科技南五路英唐大厦五楼,广东省深圳市南山区,002869,粤海街道科技南路16号深圳湾科技生态园11栋A座18-20层01-08号,0.06928143,440305
38,北京市市辖区海淀区,300386,学清路9号汇智大厦B楼17层,北京市市辖区海淀区,002405,学院路7号弘彧大厦10层1002A室,0.06916942,110108
1,江苏省无锡市江阴市,002015,徐霞客镇马镇东街7号,江苏省无锡市江阴市,002455,云亭街道建设路55号,0.06915747,320281
3,江苏省无锡市江阴市,002015,徐霞客镇马镇东街7号,江苏省无锡市江阴市,002645,周庄镇澄杨路1118号,0.06915747,320281
40,北京市市辖区海淀区,300445,丰秀中路3号院5号楼,北京市市辖区海淀区,002649,西北旺东路10号院东区7号楼博彦科技大厦,0.06913873,110108
20,广东省深圳市南山区,300131,高新技术产业园科技南五路英唐大厦五楼,广东省深圳市南山区,300634,粤海街道高新区社区科苑南路3176号彩讯科技大厦三十一层,0.06905681,440305
39,广东省深圳市南山区,300042,高新技术产业园区高新南六道朗科大厦16、18、19楼,广东省深圳市南山区,002106,高新北二道29号,0.06904083,440305
